"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000069974",669.635232706834,0.209291080426426,0.134587750799917,1.54662222780602,0.121954366593566,0.30354903367738
"ENSG00000237264",399.605688333662,0.197663038497179,0.128459012517497,1.54641966651719,0.122003247537766,0.303628299932022
"ENSG00000233251",18.137192972284,-0.438419575564385,0.342583820629581,-1.54591646147697,0.122124744412809,0.303888237388512
"ENSG00000151490",65.2689180037782,-0.359027545592048,0.234094865421828,-1.54560421316326,0.122200183073986,0.304033509646947
"ENSG00000116786",3330.75458679426,0.143967787572624,0.0930111244285973,1.54553222180758,0.122217581228567,0.304034356987855
"ENSG00000123999",18.5731623318395,0.518454652385311,0.325654017552623,1.54503987048393,0.122336619697986,0.304288014163676
"ENSG00000183309",456.593827027843,-0.174227578390385,0.112706461954836,-1.54462131676794,0.122437886952993,0.304497404360282
"ENSG00000110696",2708.75183207129,0.125274756874066,0.0811174575461071,1.54405500276006,0.122575008426186,0.30479589148833
"ENSG00000165282",308.177738565368,-0.194243506825294,0.125956985381024,-1.54361531301176,0.122681553116218,0.305018273503065
"ENSG00000102595",881.039010067425,0.168610534922058,0.109468192351149,1.54324939051565,0.122770277831944,0.305196294571349
"ENSG00000170385",1402.56662739232,0.228063529695407,0.148059796196029,1.54305420429344,0.122817624857677,0.305271418974095
"ENSG00000231245",8.48566714680938,0.313478876917824,0.372218665979398,1.54278952141975,0.122881852720717,0.305388475027058
"ENSG00000149451",6616.47310903914,-0.159696157608926,0.104591065218521,-1.54267861490434,0.12290877305947,0.305412793951206
"ENSG00000118363",1187.15207627033,0.167256056341748,0.108278098363931,1.54237415935213,0.122982697236409,0.305553888422325
"ENSG00000255974",11.7514162504771,-0.545643030715804,0.358930388315186,-1.54220805906445,0.123023042316835,0.305611527004218
"ENSG00000176714",58.5221028404481,-0.352682300394523,0.229197686010084,-1.5416337354999,0.123162622828364,0.305915633959414
"ENSG00000120963",713.186903645637,-0.156529199544779,0.101461605315621,-1.54131529591234,0.123240067951031,0.30599645543293
"ENSG00000171962",68.3408885243748,-0.332472102116806,0.215295711992527,-1.54141273185642,0.123216367304809,0.30599645543293
"ENSG00000237821",140.323080774753,-0.287871691806052,0.186388752619291,-1.54128817811277,0.123246664808853,0.30599645543293
"ENSG00000076382",50.3037546270248,-0.389465708589624,0.256646474556296,-1.54036984105585,0.123470228459726,0.306508823407543
"ENSG00000075239",1048.73573355105,0.170509545869881,0.110134434451268,1.54013865348235,0.123526559541943,0.306605959793287
"ENSG00000133302",126.630110264361,0.269963292585102,0.175446006286578,1.53975896562988,0.123619117679558,0.306792975984468
"ENSG00000235847",22.0655714686081,0.620627033344204,0.347207116720069,1.53929343895163,0.123732674984856,0.307032047741902
"ENSG00000100591",1075.31703980358,0.147125455626461,0.0957263468008027,1.53917484799259,0.12376161623815,0.3070611146755
"ENSG00000115446",634.420428722003,0.158284836222032,0.102957119836071,1.53857177300775,0.123908874021201,0.307354791189773
"ENSG00000142046",118.725767168263,0.300649213913114,0.195976244099719,1.53854886272018,0.123914470909431,0.307354791189773
"ENSG00000182261",13.7932905668814,0.749540321862642,0.372295993128214,1.5359420392079,0.124552596400889,0.308894598337198
"ENSG00000103126",510.734355736121,0.159788212720555,0.103906294648037,1.53562402835096,0.124630617509489,0.309045092722472
"ENSG00000165304",158.994854478871,0.245171302028716,0.160038094191658,1.53527260012053,0.124716881599158,0.309215982420837
"ENSG00000175445",15.7903818387905,0.438881386429922,0.365585378966948,1.53487469952747,0.124814609325465,0.3094152429231
"ENSG00000196391",19.4850275586976,-0.489232807084201,0.317140495973696,-1.53457021365977,0.124889433933684,0.309514637157116
"ENSG00000203392",36.0766302018391,0.428852124242071,0.275102718686777,1.53459039928864,0.124884472418385,0.309514637157116
"ENSG00000134490",129.677537296665,0.25316030104417,0.164575355134705,1.53407351586181,0.125011567915984,0.309774250873695
"ENSG00000133433",206.12821570586,0.280712077954703,0.172989345871071,1.53399257420812,0.125031479636447,0.309780524470397
"ENSG00000135108",1006.65146345622,-0.158578668542163,0.103459467270851,-1.53389600592528,0.12505523875647,0.309796327393372
"ENSG00000115685",877.539738426828,-0.13982868504995,0.0911670792974106,-1.53332058502954,0.125196885074094,0.310104124452564
"ENSG00000146263",193.222466752117,-0.240784855149635,0.157218462459032,-1.53297518554867,0.125281969082084,0.310271754469788
"ENSG00000140694",897.259690476109,0.140648398185398,0.0917737516519373,1.53277813430998,0.12533052990107,0.310305787603372
"ENSG00000179364",1496.03340271738,0.126786383898697,0.082680335551267,1.53284398866209,0.125314299285808,0.310305787603372
"ENSG00000231747",104.385728161899,0.27991180003752,0.184638166367824,1.53267036225322,0.125357095185015,0.310328453413572
"ENSG00000145833",1218.32211981885,0.152155568139971,0.099441875291716,1.53228827375057,0.12545131349061,0.310518568484465
"ENSG00000204147",100.243707484553,-0.299458690286693,0.193860143939169,-1.53199355874737,0.125524024263555,0.310612273840568
"ENSG00000214765",202.895642391461,-0.246425684498935,0.157999392073546,-1.53200116896236,0.125522146292236,0.310612273840568
"ENSG00000122033",371.094504362513,-0.176655769668671,0.115189351329454,-1.53164504104288,0.125610051375461,0.310695747393314
"ENSG00000245888",6.07296381792055,-0.568122965168585,0.372989124506319,-1.53175001026501,0.125584136240032,0.310695747393314
"ENSG00000255112",719.26744651191,0.170307593196297,0.110988464462387,1.5316485360942,0.125609188439018,0.310695747393314
"ENSG00000203684",5.24306142536683,-0.519362575893652,0.371271904825673,-1.53151299149841,0.12564265810504,0.310733278488169
"ENSG00000188352",739.280974601342,-0.164963262611109,0.107709332613122,-1.53114929396803,0.125732499306359,0.310912329028376
"ENSG00000101745",1372.07918936371,0.139977695378738,0.0914187388699893,1.53091376217879,0.125790707479158,0.311013118339369
"ENSG00000102893",1431.11380660091,-0.145495738553967,0.0951698525337283,-1.53052153228139,0.125887687844518,0.311192759350543
"ENSG00000149657",804.7442471702,-0.157587891528483,0.103077277175647,-1.53047869715704,0.12589828252226,0.311192759350543
"ENSG00000272622",18.0252075618005,0.532867366762822,0.33345080882322,1.53039471155668,0.125919057219236,0.311200953393741
"ENSG00000184381",310.390365543476,0.213093493940866,0.138195825552162,1.53021401019654,0.125963764602217,0.311268285078318
"ENSG00000080608",453.311552474996,0.185432338006365,0.121270107720463,1.53000928167344,0.126014431492676,0.311350322556897
"ENSG00000253161",12.4220778853157,-0.499637607515862,0.367408197378768,-1.52960574030885,0.126114347723488,0.311554003301933
"ENSG00000183169",17.8095445157616,0.78865363442068,0.37034872085141,1.52952724798237,0.126133789470967,0.311558850267533
"ENSG00000186432",1825.60901673936,0.152603513289529,0.0996682527017776,1.52933157028679,0.126182267000699,0.311635406265826
"ENSG00000101353",55.0154686417409,-0.383086425144596,0.248441244448654,-1.52900371387047,0.12626352323694,0.311792884202719
"ENSG00000132881",64.3021618712777,0.324181127757139,0.213824732064975,1.52875234667149,0.126325849908516,0.311903580657901
"ENSG00000122691",419.789392357126,-0.182658572543234,0.119784188211845,-1.52803289820994,0.126504370073662,0.312301093101517
"ENSG00000096717",518.117963674996,0.181397775639643,0.11867600147518,1.52738416570788,0.126665511508044,0.312612306441342
"ENSG00000228544",23.6743645249462,-0.468546788771997,0.302079594563563,-1.52739225828723,0.126663500373959,0.312612306441342
"ENSG00000218839",9.40928302755939,-0.563047915773988,0.364195797645185,-1.5270151701559,0.126757239155403,0.312795380133727
"ENSG00000087157",664.542132154539,0.153965117611431,0.100922393986059,1.52684700316695,0.126799060499973,0.312855267767374
"ENSG00000111725",483.365055910154,0.186716751537103,0.122107990119348,1.52667748413733,0.126841228952215,0.312915995134156
"ENSG00000149489",140.869464238526,0.263324207268328,0.170538352873643,1.52646478504805,0.126894154034717,0.313003238515748
"ENSG00000228452",21.2176272648869,-0.475021908725411,0.310414131756616,-1.52624022556503,0.126950048943277,0.313088882347018
"ENSG00000233237",23.8598292711672,0.486583219121705,0.314447342985427,1.52618416497682,0.126964005924834,0.313088882347018
"ENSG00000160352",45.436028013606,-0.393411554829654,0.254057721295164,-1.52584889114441,0.127047501450013,0.313251440841752
"ENSG00000035862",41844.5121715526,0.138065577780744,0.0901823850251491,1.52535927691135,0.127169510174159,0.313480359390308
"ENSG00000110169",16.8672642371908,-0.487732899516658,0.343817803062396,-1.5251940843599,0.127210695661473,0.313480359390308
"ENSG00000174325",18.0585073896885,-0.511288532880409,0.346854954383423,-1.5251954193786,0.127210362775598,0.313480359390308
"ENSG00000243701",182.183668129793,-0.254142116910602,0.171502589043613,-1.52526835503937,0.127192177355382,0.313480359390308
"ENSG00000147162",5663.95644783453,0.129782719116958,0.0850236683588588,1.52467272848944,0.127340747168076,0.313757461642769
"ENSG00000010244",2027.73203574384,0.119148021658349,0.0781670227807066,1.52438620196685,0.127412264849593,0.313846905566493
"ENSG00000253608",5.25170705349973,-0.5655318057336,0.369634152427364,-1.52441430820364,0.127405248086036,0.313846905566493
"ENSG00000227242",55.6934330977469,0.389421085900676,0.246900048790053,1.52411202358224,0.127480729660637,0.313928782187233
"ENSG00000243335",573.421903670595,-0.165599353932265,0.108824670848533,-1.52413168892883,0.127475818093999,0.313928782187233
"ENSG00000186687",370.596943134882,-0.179261959902792,0.117664192127603,-1.52375874365124,0.127568989031521,0.314102729727564
"ENSG00000160201",941.886090428459,0.146712025181168,0.0960171429151783,1.52344868470766,0.12764648972882,0.314206743947865
"ENSG00000223705",720.452953671842,-0.15518652044578,0.10215205627454,-1.52348811661652,0.12763663150491,0.314206743947865
"ENSG00000118307",9.84876231394073,-0.589348582760066,0.36657102120278,-1.52312747303087,0.1277268167207,0.314317655837327
"ENSG00000132680",685.644320918721,0.156037166892681,0.1023577608066,1.52315281939521,0.127720476801678,0.314317655837327
"ENSG00000188130",461.280316902027,0.196167563541155,0.128540244581913,1.52260384567842,0.127857847077296,0.314596668457445
"ENSG00000174886",197.061816622881,0.230265742085688,0.152617943333338,1.52232595680419,0.12792742729264,0.314724425681715
"ENSG00000117155",607.338460207272,-0.314731389762829,0.198836505271934,-1.52201282469822,0.128005867291827,0.314873941293063
"ENSG00000172382",37.4342075855446,0.434083456082106,0.281886275387605,1.52187353680498,0.128040771105281,0.314916338371813
"ENSG00000248477",22.9100705697905,-0.473790058370026,0.306800267781237,-1.52114435539926,0.128223615681715,0.315322533928104
"ENSG00000270049",7.41919507191894,-0.550824755937773,0.371562895241104,-1.52086528919296,0.128293646112225,0.315451227521631
"ENSG00000259790",22.7647615313993,0.458053505051597,0.304232684594485,1.52057115260721,0.128367490568236,0.315589262329413
"ENSG00000159860",57.1274361015964,0.486374577389799,0.29511096423105,1.52049767086296,0.128385943683345,0.315591099187965
"ENSG00000131127",127.481375309471,-0.273265907881696,0.178245346199852,-1.52041572967558,0.128406523609082,0.31559816282519
"ENSG00000227184",6.82669988119903,0.578793501268283,0.372962958076539,1.52016967474904,0.128468336905277,0.315706554115491
"ENSG00000236876",262.031241521592,-0.226943866206223,0.147611916096407,-1.51979777143744,0.128561809407682,0.315892706214849
"ENSG00000258704",6.92474666830598,-0.574187730130022,0.372968756618893,-1.5194299376726,0.12865431107148,0.316076421852249
"ENSG00000188603",17.9046625500136,0.485409567776772,0.34058303582812,1.51919207394116,0.128714155817179,0.316179866770315
"ENSG00000185834",612.074648496326,-0.174795022197957,0.116013768941796,-1.51903392577818,0.128753956689496,0.31623405319465
"ENSG00000197183",169.011871792955,-0.260839439173297,0.172686617377016,-1.51803499421995,0.129005577067342,0.316808405297369
"ENSG00000147799",81.1238339895179,-0.301139764094558,0.199130833806422,-1.51758574471495,0.129118862764717,0.317042927389215
"ENSG00000228561",47.3495691287023,0.390283087466558,0.254957389562706,1.51715499046584,0.129227557132777,0.317266112718268
"ENSG00000108381",309.651860574459,0.255610066519552,0.16488375520587,1.51655343788467,0.129379468807072,0.317595324613311
"ENSG00000259856",87.109603142439,0.319707342172574,0.211269615033514,1.5163643516953,0.129427247882877,0.317668860680859
"ENSG00000120322",44.2604414963,-0.395504190544066,0.255698146783709,-1.51610575031151,0.129492614527248,0.317741789831177
"ENSG00000173020",707.452625447418,0.158154083659679,0.104084173296174,1.51615587662047,0.129479942102857,0.317741789831177
"ENSG00000126215",180.128229340447,0.248339194896585,0.164339079235448,1.51588716483316,0.129547886345534,0.317833658117384
"ENSG00000139679",193.913207320547,0.227121266505065,0.149879313746711,1.5157579022089,0.12958058048542,0.317870116511441
"ENSG00000101049",8.84048662924979,-0.534220590679396,0.369815861222729,-1.51553086349493,0.129638020446753,0.317932274379645
"ENSG00000105784",57.8654415254417,-0.388803524872515,0.254095527559048,-1.5155167414351,0.129641593929043,0.317932274379645
"ENSG00000049283",12.0040449640416,-0.527880730666472,0.354999521841694,-1.51534793296572,0.129684315579129,0.317949551703218
"ENSG00000198242",3272.18287865507,-0.139835656701794,0.0925065274523688,-1.51536854630524,0.12967909821788,0.317949551703218
"ENSG00000119655",3004.08893171268,-0.138053382122688,0.0915662478041882,-1.51493824333342,0.1297880443216,0.318160102047614
"ENSG00000165389",1768.08169247876,-0.201569698424974,0.13847807291625,-1.51471129144064,0.129845533669754,0.318257259643797
"ENSG00000251079",17.7813330112353,-0.501617381850799,0.339846612386365,-1.51447717969357,0.12990485739735,0.318358886051197
"ENSG00000205221",210.958986544586,0.350976925449518,0.228463505837799,1.51366112163853,0.130111810349891,0.318822230915102
"ENSG00000213339",492.738432733131,0.17877380864147,0.117564473109229,1.51328870515137,0.130206340451114,0.319010008549917
"ENSG00000157625",530.717819200717,-0.161879789001345,0.107142416157478,-1.51296690609055,0.130288065298962,0.319166365570189
"ENSG00000223685",5.696194269326,-0.436888546913224,0.365664090402618,-1.51259014896453,0.130383798002524,0.319356989913011
"ENSG00000100416",343.357832387282,0.194977433672757,0.128068901965012,1.51194774922576,0.13054715545149,0.319679039431703
"ENSG00000185008",60.6625062585061,-0.464708082030044,0.266976721227266,-1.51193204185235,0.130551151706877,0.319679039431703
"ENSG00000179604",1300.58773932416,-0.197172884020006,0.133346257039101,-1.51185945689154,0.130569619937979,0.3196803441998
"ENSG00000128609",887.218012142377,0.155940896245768,0.102968873567462,1.51155147856303,0.130648003274497,0.319828321709194
"ENSG00000164603",415.152809252235,0.217004559853886,0.14267027082009,1.51088876055952,0.130816794924075,0.320197549124788
"ENSG00000121671",550.430539824967,-0.17812975127967,0.118399033514036,-1.5106512977887,0.130877316895706,0.320257728768405
"ENSG00000146477",8.28819402528285,0.657484221496278,0.372588558061898,1.51071966296,0.130859890486244,0.320257728768405
"ENSG00000150776",555.028674419941,-0.162497480334793,0.107629866021518,-1.5103184974064,0.130962174040915,0.320377407371023
"ENSG00000198150",28.9058316828228,-0.458596187693847,0.312533904384979,-1.51034051930271,0.130956557599402,0.320377407371023
"ENSG00000005194",455.353420802124,0.162517573976245,0.107818742113105,1.51007928479962,0.131023194611478,0.320394762073671
"ENSG00000203879",2127.31030283404,0.133060660264613,0.0881578752217953,1.51011253369801,0.131014711854984,0.320394762073671
"ENSG00000273382",18.1665876180846,-0.560106803021394,0.338307245775422,-1.51016214539523,0.131002055266704,0.320394762073671
"ENSG00000121075",675.224846026272,0.160136089292313,0.106159855234813,1.50992640528966,0.131062204081867,0.320446190062441
"ENSG00000228217",67.4525098079158,0.334794203788382,0.225078644694239,1.50954661400503,0.131159152429847,0.320639244672828
"ENSG00000161558",137.145427343251,-0.275275568951029,0.181960793759187,-1.50933047262008,0.131214351110142,0.320686218865647
"ENSG00000205084",163.143797528498,-0.247012150520273,0.161133176803647,-1.50934981164704,0.131209411531702,0.320686218865647
"ENSG00000116521",1081.79644869715,0.158111403511014,0.104762893549641,1.50891432623202,0.13132067824729,0.320894075130024
"ENSG00000137601",733.848623841286,-0.174847391673633,0.11591746036356,-1.50878627397738,0.131353409568484,0.320894075130024
"ENSG00000271430",141.122985302201,0.264329369802049,0.174606016720573,1.50883922032689,0.131339875233053,0.320894075130024
"ENSG00000243024",5.46193545446447,-0.537489054759094,0.372650343822857,-1.50864120457536,0.131390498268354,0.320940693591221
"ENSG00000166595",670.244777670265,0.165157845137811,0.109279121834787,1.50855939268321,0.131411418021329,0.320947809648147
"ENSG00000141837",271.854168639113,-0.229009277496305,0.16249834388444,-1.50837859277339,0.131457658715993,0.320972782048474
"ENSG00000198901",138.124845240665,-0.255610489366915,0.169772908015278,-1.50843914601634,0.131442170445179,0.320972782048474
"ENSG00000111254",22.5439522373998,-0.485688944426126,0.314296497717286,-1.50805303242535,0.13154095459113,0.32108819154099
"ENSG00000232859",75.5982135520161,-0.307789938390396,0.203644505530458,-1.50810636813272,0.131527305642504,0.32108819154099
"ENSG00000100916",180.647148811351,0.261835295736493,0.174296902309534,1.50733293220589,0.131725340336694,0.321494244305248
"ENSG00000160877",950.495030442781,0.172801845654428,0.114367226352905,1.50714522003854,0.131773438000087,0.321567601165602
"ENSG00000149639",1435.59275722022,-0.137312518500434,0.0914156553306251,-1.50604420844615,0.132055825307909,0.322168495796355
"ENSG00000267809",121.14849534713,0.260230177950741,0.173328225341527,1.50608214298734,0.132046088069204,0.322168495796355
"ENSG00000174514",14.6952127090767,-0.542527052983293,0.343250099620655,-1.50553573064082,0.132186397792757,0.322442911490091
"ENSG00000116273",636.989146674432,0.176067608444933,0.117090741812003,1.50544057833608,0.13221084314662,0.32245841108995
"ENSG00000165410",2083.07044292165,0.134998713319715,0.0896219746459116,1.50515538178493,0.13228413329826,0.32259302119417
"ENSG00000152620",300.010819992026,-0.207882878565063,0.137969787959073,-1.50484993036368,0.132362663470207,0.322740371230229
"ENSG00000111678",228.717338126168,0.220136286257147,0.146117570656939,1.50468662863602,0.132404662412768,0.322798618909203
"ENSG00000132382",788.875137469214,0.170540240780991,0.112795281855494,1.50447623961321,0.13245878676998,0.322886408012598
"ENSG00000187091",645.160025179721,0.182277400307734,0.121357396966761,1.50429308218664,0.132505919519706,0.322957132438021
"ENSG00000162852",698.706510010811,0.178885941546775,0.119161810361891,1.50418808689676,0.132532944300998,0.322978835004237
"ENSG00000213742",35.9632498651623,-0.414200920383166,0.274521145051026,-1.50411378262377,0.132552072087918,0.32298128952769
"ENSG00000158710",9395.14712943795,-0.186396469165597,0.125856505472727,-1.50350927079932,0.132707768080931,0.323316465045724
"ENSG00000116752",354.768786797795,-0.180987469746458,0.120461819239172,-1.50341739628009,0.132731443358777,0.32332995031117
"ENSG00000132849",230.613406398481,0.201181676975553,0.133929592297237,1.50316078375347,0.13279758753683,0.323446870764753
"ENSG00000259343",13.175210319266,-0.511060877118037,0.348487363761146,-1.50278037224135,0.132895688969358,0.323641584941911
"ENSG00000157379",317.069275491939,-0.212686136365569,0.142429442898744,-1.5025829131002,0.132946632321469,0.32372141728113
"ENSG00000140379",18.6355324950985,-0.495939559292915,0.330434822884122,-1.50220814792232,0.133043361212465,0.323912699119107
"ENSG00000226312",5.41918824871588,0.577616325424768,0.372870664614207,1.50195634718236,0.13310838291971,0.324026743671251
"ENSG00000196782",167.268046630668,0.322430939456102,0.203676228336931,1.50140481658558,0.133250888861358,0.324329351777256
"ENSG00000165688",708.876392907705,0.148015814548616,0.0984071026534092,1.50128916361385,0.133280786554947,0.324357828994453
"ENSG00000165322",1479.20399668613,0.16535291679102,0.10976252942322,1.50090767168181,0.133379443647669,0.324553611409701
"ENSG00000116688",2701.29251013784,-0.120105939724035,0.0800670068854016,-1.50065574753105,0.133444624375112,0.324667893101557
"ENSG00000273487",8.1632349843654,0.550730843471577,0.372053896043881,1.50037581195347,0.133517081452133,0.324799844384171
"ENSG00000127528",91.9087306074519,-0.341608465013396,0.216307523984315,-1.50010554822369,0.133587063997658,0.324879041211852
"ENSG00000162194",128.379876477252,0.262516690797631,0.175336357707925,1.50003893054228,0.133604318451687,0.324879041211852
"ENSG00000181885",26.9635980781226,0.498429577774819,0.308582545585484,1.50016197607085,0.133572450132066,0.324879041211852
"ENSG00000168763",337.346316208957,0.213212786051473,0.140868667974362,1.49971984598551,0.133686987535678,0.324991389230212
"ENSG00000230154",217.705082065208,0.22546988424241,0.149893256425603,1.49974262031073,0.133681085805395,0.324991389230212
"ENSG00000035141",351.703352442253,0.183889806657257,0.122252838444505,1.49957763605191,0.133723844325105,0.324992337230799
"ENSG00000092096",395.421016186446,-0.197673053687675,0.133165562754884,-1.49957937711935,0.133723393042179,0.324992337230799
"ENSG00000108654",13042.2814021673,0.116994914027589,0.0781169810493977,1.49869031401604,0.133953990656256,0.325507284179565
"ENSG00000253683",168.848230258592,0.232923983407769,0.154886843825444,1.49831847238532,0.134050526944926,0.325697463504139
"ENSG00000143420",1418.69158031086,-0.130237248933576,0.0870134452863215,-1.49806151507085,0.134117268782193,0.325770809317771
"ENSG00000170703",7.44272297862299,0.502854154540278,0.3731723825147,1.49812527286653,0.134100705999022,0.325770809317771
"ENSG00000104524",119.751691789104,0.292084944474014,0.19097983669879,1.49789868517868,0.134159575357057,0.32582916898272
"ENSG00000150667",13.5132805047549,-0.582269580913508,0.354495611826383,-1.49741924736986,0.134284203152077,0.326087416482646
"ENSG00000272556",5.61636765477067,-0.515411429380713,0.37116832481518,-1.49720577732616,0.134339722567231,0.326177797989147
"ENSG00000166860",185.165244849475,-0.222090132462984,0.14883726059241,-1.49665261724515,0.134483671354072,0.326393921325569
"ENSG00000168944",486.943140426751,-0.161044090805272,0.107593581655967,-1.49678988664508,0.13444793863345,0.326393921325569
"ENSG00000177112",14.6694805474286,0.496057794503161,0.340347985651116,1.49669982444889,0.134471381976283,0.326393921325569
"ENSG00000243323",6.37573936292692,-0.544507275519807,0.372915627515054,-1.49637187390246,0.134556774769007,0.326526882706983
"ENSG00000035928",1027.06867106763,-0.143319288734115,0.095847638871208,-1.49579479385596,0.134707138461976,0.326769238994942
"ENSG00000171827",85.8809915190507,-0.296027309122696,0.198088867684793,-1.49575090124465,0.134718580412139,0.326769238994942
"ENSG00000188396",11.2989058084604,-0.51065886034351,0.357232950413178,-1.49570717963208,0.134729978533092,0.326769238994942
"ENSG00000265485",9.58981037306608,-0.484370278799283,0.369122896780202,-1.4957649058575,0.13471492960032,0.326769238994942
"ENSG00000030419",227.22236516677,0.301622980139145,0.196504815442522,1.49512194149858,0.134882620507279,0.326872580274879
"ENSG00000129625",3117.57177946874,0.14087280975352,0.0943720163370673,1.4951728697883,0.134869332069402,0.326872580274879
"ENSG00000152492",2829.20120292008,0.134060276667862,0.0898815412004068,1.49529617038725,0.134837164114073,0.326872580274879
"ENSG00000177096",492.182171971197,0.159536289333011,0.106463096838952,1.49512957387335,0.134880628969347,0.326872580274879
"ENSG00000214961",5.55340358124829,-0.453788520863142,0.367457676223144,-1.49542887574965,0.134802549171296,0.326872580274879
"ENSG00000239880",13.2531898670318,0.50571636902528,0.347349652198563,1.49538554215831,0.134813851574803,0.326872580274879
"ENSG00000168246",720.117644994231,-0.148370752922441,0.0992594423380308,-1.49496732559761,0.134922969781345,0.326925912640388
"ENSG00000153339",1126.3654554683,0.146225831931182,0.097822855677484,1.49485176344121,0.134953133502341,0.326954553696578
"ENSG00000237931",16.1931498195131,0.501076468730507,0.338373429106536,1.49412887771814,0.135141937450499,0.327367476640079
"ENSG00000102699",2988.99074981498,0.114690457686757,0.0767224813683175,1.4938471456487,0.135215575735921,0.327456850803948
"ENSG00000114125",714.506546360623,0.174796850040732,0.117058785457134,1.49388585149734,0.135205457080352,0.327456850803948
"ENSG00000147804",95.1192609924391,0.278957128858189,0.187119349759649,1.49370334704662,0.135253173332556,0.327503404629736
"ENSG00000008056",18.0527069639333,0.481550099069125,0.336612130967591,1.49317186427949,0.135392204967255,0.327751006564763
"ENSG00000177076",33.6479033089584,-0.424163286874835,0.285157377951817,-1.49320034076009,0.135384752949886,0.327751006564763
"ENSG00000241494",101.391117152519,-0.346976789341454,0.227844500172509,-1.49310027442056,0.135410940735096,0.327751847862895
"ENSG00000173258",22.2216185570422,-0.492270338238695,0.329800374635833,-1.49255567885579,0.13555353230866,0.328007895719461
"ENSG00000257884",6.39473217593294,0.483176477340451,0.373012603442116,1.4926207301661,0.135536493813227,0.328007895719461
"ENSG00000181163",10196.7392877204,-0.118739280291843,0.0794933735226028,-1.49227762435997,0.135626380087518,0.328139622462321
"ENSG00000069849",1693.42371279517,0.149796402530971,0.100476474614767,1.49196712661454,0.135707763437044,0.328247411521493
"ENSG00000210140",60.284185935978,0.352253300554423,0.249195933911587,1.4919736201517,0.13570606105538,0.328247411521493
"ENSG00000197063",739.106697066596,0.182383002331034,0.121851546443002,1.49171176185808,0.135774724354496,0.328364815046749
"ENSG00000261295",97.8460667872992,0.300908161914569,0.203074205525815,1.49145852886672,0.135841151481157,0.328480895943583
"ENSG00000131626",1186.98531503081,0.142702781967723,0.0957455507538828,1.49129227034102,0.135884777438193,0.328541816746929
"ENSG00000140263",227.618690151459,-0.212541998041218,0.142570278058575,-1.49084316122417,0.13600267699769,0.328757920039553
"ENSG00000144476",1456.51027223605,-0.200433150150196,0.1408728660736,-1.49081128906946,0.136011047036112,0.328757920039553
"ENSG00000108306",178.931559080828,-0.235370593702324,0.158536589305953,-1.49027938712859,0.1361507900485,0.328935220726723
"ENSG00000155097",1576.45873652734,0.169706438810684,0.114209632318822,1.49025113009551,0.136158216927837,0.328935220726723
"ENSG00000177082",394.134331906529,-0.173649237878195,0.116530890193417,-1.49045032884378,0.13610586760184,0.328935220726723
"ENSG00000185220",60.9325167495153,-0.352280353284736,0.238277683424582,-1.49027704873065,0.136151404644656,0.328935220726723
"ENSG00000213199",46.845085289941,0.395788703245827,0.267476707950118,1.49009370908405,0.136199598081287,0.328990599837494
"ENSG00000136114",118.858214117288,0.282339161666458,0.200338714163155,1.4888599411489,0.136524254109168,0.329730122661493
"ENSG00000049883",166.550019875394,-0.247393592043361,0.165733060407771,-1.48826316931817,0.136681503930723,0.32988285715315
"ENSG00000116668",171.764640887132,-0.238402341406725,0.160956099641758,-1.48830341441728,0.136670894924287,0.32988285715315
"ENSG00000131781",79.4686401705608,0.29287166789214,0.197511052500822,1.48833007034386,0.136663868508038,0.32988285715315
"ENSG00000134030",2084.2927793212,0.156277728852336,0.104960045379568,1.48834353131923,0.136660320344284,0.32988285715315
"ENSG00000165698",144.979355714691,-0.240123141741897,0.161531194182593,-1.48848890124083,0.136622006974757,0.32988285715315
"ENSG00000172409",204.770198140114,0.211293997659434,0.142097473688876,1.48819854702895,0.136698540335119,0.32988285715315
"ENSG00000176894",11.477670264207,0.548784573035284,0.359064576731236,1.48803470308026,0.136741741935756,0.329942440539178
"ENSG00000180113",51.2888345997701,0.491710339192082,0.27848178380665,1.48769963867535,0.13683012293985,0.330111005858134
"ENSG00000184402",211.391468952157,-0.233762957359709,0.157711273034768,-1.48738164933958,0.136914040753888,0.330268759290473
"ENSG00000253570",26.5899599573367,-0.418656788189289,0.305526850115142,-1.48711328876371,0.136984892360524,0.330394955539103
"ENSG00000177352",311.618723496615,-0.201035043327253,0.135769547712798,-1.48675756566339,0.13707885270176,0.330576846239503
"ENSG00000169241",288.962005503053,-0.195079020609142,0.131445135741734,-1.48628837193819,0.137202861080444,0.330831141219944
"ENSG00000130313",767.160170568364,-0.163055286897667,0.110185510996585,-1.48575160701444,0.137344834690774,0.331128680309531
"ENSG00000213859",594.580300571407,0.184128067837951,0.124476294314622,1.4852340339934,0.137481839334297,0.331414160710645
"ENSG00000105723",587.36458128457,0.153758398293468,0.103630453005509,1.48434584812312,0.137717192951429,0.33193661219287
"ENSG00000141568",720.201494700173,0.155281065058555,0.104808066551635,1.48417904738782,0.137761426832699,0.331959019781996
"ENSG00000213985",78.1239347882075,0.300866107686737,0.203135201550485,1.48417033270414,0.137763738180399,0.331959019781996
"ENSG00000198732",93.1352667352374,0.761305546326588,0.367388062010007,1.48392423218313,0.137829022413679,0.332071437618466
